"date","candidate","name","sources","isretweeted","text","length","favorites","retweets"
2020-10-30 23:59:59,"Biden","SlowSledDog","iPad",TRUE,"@CBS_Herridge: #Election2020 A source with direct knowledge of the FBI interview tells @CBSNews that former Hunter Biden business associ…",140,0,8104
2020-10-30 23:59:58,"Biden","MattarNeif","Android",NA,"@Pablogapaisa Gostaria de saber quanto receberam para soltar o sujeito.
#MAGA 
#Trump2020 
#Election2020 
#BolsonaroAte2026 
#GloboLixo",135,0,0
2020-10-30 23:59:58,"Biden","Knightie48","Android",NA,"#Election2020 https://t.co/JPyagy8VEK",37,0,0
2020-10-30 23:59:57,"Biden","RepublicTwinkie","Web",TRUE,"@1Chance2020: Good morning #Resisters! What’s taken 4 years to get here is now just 4 days away! @JoeBiden isn’t finished racking up #JO…",140,0,73
2020-10-30 23:59:57,"Biden","wilsonsworldar","iPhone",TRUE,"@wilsonsworldar: “Lord I know you have a plan for me
You always know what’s best for me...”#strength #COVID19 #Election2020 https://t.co…",140,0,1
2020-10-30 23:59:56,"Biden","shadowbirddog","iPhone",TRUE,"@DanScavino: HAPPENING NOW—Waterford Township, in MICHIGAN!
#Election2020 #MAGA<U+0001F1FA><U+0001F1F8><U+0001F985> https://t.co/9SE0UJOarT",109,0,3873
2020-10-30 23:59:54,"Biden","VegasRose3","Android",TRUE,"@thenewsoncnbc: Join us on @CNBC this Election Day! We’ll have a special edition of The News at 7 p.m. ET, followed by a full night of #…",140,0,29
2020-10-30 23:59:54,"Biden","Mach1Broker","others",TRUE,"Outstanding! @nypost: We’re baaaaaaack https://t.co/XaFPqKaL3b https://t.co/kmdJGLsWcW #tcot #election2020",109,3,1
2020-10-30 23:59:53,"Biden","amarcherrunge1","Android",TRUE,"@realDonaldTrump: Volunteer to be a Trump Election Poll Watcher. Sign up today! 

#MAGA #Election2020 
https://t.co/3AnrRUPTtZ",129,0,8389
2020-10-30 23:59:53,"Biden","JessSFrankel","Web",TRUE,"@ALGarcix: #NovemberIsComing #autumnvibes #winteriscoming #electionyear #Election2020 #poetry #poetrycommunity #writingcommunity #autumn…",140,0,4
2020-10-30 23:59:51,"Biden","esmenter","Web",NA,"It's #Election2020 season so push through your #corruption news fatigue and remember that #BenedictDonald milked th… https://t.co/D8PDuANVw5",140,0,0
2020-10-30 23:59:49,"Biden","Mark3Ds","Web",NA,"@JamesKraska @newscomauHQ @JerryHendrixII @ConsWahoo @US7thFleet @USNINews @USPacificFleet @INDOPACOM @drfarls… https://t.co/c9HEAKOmhg",135,0,0
2020-10-30 23:59:48,"Biden","wendijwilliams","iPhone",TRUE,"@TheElectorateWI: The Fox River Valley, the WOW Counties, MKE turnout, the Driftless Area, these are the areas to watch on Election Nigh…",140,0,4
2020-10-30 23:59:46,"Biden","FrJonathanTOR","Android",TRUE,"@FranciscanU: No matter who is elected next Tuesday, when we wake up the next day, “God is sovereign and lord of all.”

Father Dave Pivo…",140,0,8
