"date","candidate","name","sources","isretweeted","text","length","favorites","retweets"
2020-11-02 23:59:59,"Biden","Harrysmind10","iPhone",TRUE,"@iamwandasykes: “Pennsylvania, this is it. This is our chance to be heroes.” #vote #Election2020",99,0,2941
2020-11-02 23:59:59,"Biden","massumeh18","Web",NA,"<U+0001F635><U+0001F447> #Election2020 #ElectionDay $DGLY https://t.co/4oChn8iREF",59,0,0
2020-11-02 23:59:59,"Biden","GCampbellGreg","iPhone",TRUE,"@AishaS: When my husband was 2 wks out of the hospital after a severe case of Covid, he took his oxygen tank w him to vote absentee in p…",140,0,54
2020-11-02 23:59:59,"Biden","Lynxanon","iPhone",TRUE,"@HKrassenstein: WARNING:  Over the next 36 hours our President will attack people, institutions and American norms on Twitter.  He will…",139,0,1336
2020-11-02 23:59:59,"Biden","MnpipkinPipkin","iPhone",TRUE,"@ReallyAmerican1: I proudly voted for @JoeBiden. It’s your turn. Pass it on.  #Election2020",94,0,273
2020-11-02 23:59:59,"Biden","ricardoxreyesx","iPhone",NA,"#BidenHarris2020 #Election2020 https://t.co/d6YGUiSCbZ",54,2,0
2020-11-02 23:59:59,"Biden","ginascarpa","iPhone",NA,"Tomorrow is just gonna be one big ball of stress isn’t it? #ElectionDay #Election2020",85,12,0
2020-11-02 23:59:58,"Biden","pplcallmebubba","iPhone",NA,"@sarahfrmm @NellyUziVert #cancelnel #kpop #trump #biden #kanye2020 #debate #Election2020",88,1,0
2020-11-02 23:59:58,"Biden","Trish1641","iPhone",TRUE,"@ladygaga: I’m voting for America #vote #election2020 https://t.co/bspDNkxnhJ",80,0,17946
2020-11-02 23:59:58,"Biden","super_sappo","Web",TRUE,"@DanScavino: SO AWESOME! Happening Now in Traverse City, Michigan! Let’s MAKE AMERICA GREAT AGAIN, MICHIGAN! https://t.co/zqgeZML9Hf 
#E…",140,0,8589
2020-11-02 23:59:58,"Biden","weenie1952","iPhone",TRUE,"@AynRandPaulRyan: James Carville on Trump: “He’s gonna get his fat ass beat” <U+0001F525>

Also, on MSNBC: “People are nervous for no reason. We’ll…",140,0,369
2020-11-02 23:59:58,"Biden","VoterSolange","Android",NA,"https://t.co/98WlSYBKgE
#PoliceBrutality AND #VoterSuppression at the same time.  #Election2020",95,0,0
2020-11-02 23:59:58,"Biden","SuMoh7","Web",TRUE,"@SuMoh7: <U+0001F501>#Election2020 #USSenate #YesWeCan #FlipItBlue

Support to Flip US Senate! &amp; @DemsWork4USA
<U+27A1><U+FE0F>https://t.co/IjX1Q6gSaf
Page has v…",144,0,40
2020-11-02 23:59:57,"Biden","4bearsmom","iPad",TRUE,"@WashTimes: “With respect to immigration, it is safe to say that Mr. Trump is the first President ever to take enforcement of our immigr…",140,0,57
2020-11-02 23:59:57,"Biden","Aysha1994x","iPhone",TRUE,"@BBCNews: Voting will close in the 2020 US election tomorrow

But, how will #Election2020 affect the UK? <U+0001F1FA><U+0001F1F8><U+0001F1EC><U+0001F1E7>

[Thread]

https://t.co/U5…",140,0,29
2020-11-02 23:59:57,"Biden","readyreaderone1","Web",TRUE,"@JeffreyGuterman: On @CNN, @Acosta just reported that at his last rally, Trump said voting extension could be ""physically dangerous."" Ac…",140,0,276
2020-11-02 23:59:57,"Biden","NancyRe79223741","iPhone",NA,"@realDonaldTrump What a bunch of malarkey. No one has said a vaccine will be delayed. You want to push on us an uns… https://t.co/Z0y5xfDwDI",140,0,0
2020-11-02 23:59:57,"Biden","OlesonMoe","iPhone",TRUE,"@LADeptHealth: Remember to grab your mask, your hand sanitizer, and review your voting plan for tomorrow #Election2020 https://t.co/3EY4…",140,0,34
2020-11-02 23:59:56,"Biden","Retro__Vampire","iPhone",NA,"#Vote
#BidenHarris2020 
#ElectionDay 
#Election2020 https://t.co/k4vp3PVFOS",75,1,0
2020-11-02 23:59:56,"Biden","Jennahanks2","iPhone",TRUE,"@DanScavino: SO AWESOME! Happening Now in Traverse City, Michigan! Let’s MAKE AMERICA GREAT AGAIN, MICHIGAN! https://t.co/zqgeZML9Hf 
#E…",140,0,8589
2020-11-02 23:59:56,"Biden","LisaLSchmidt2","iPhone",TRUE,"@lewis_goodall: Obama: “after four years what you hear Trump talking about is his inauguration crowd being smaller than mine. After four…",140,0,322
2020-11-02 23:59:56,"Biden","LurkinAroundSG","iPhone",TRUE,"@USA_Polling: Nevada Presidential Polling:

Biden (D): 51%
Trump (R): 44%

Data For Progress / November 1, 2020 / n=1442 / Online

#Elec…",140,0,16
2020-11-02 23:59:56,"Biden","DanAuito","Web",TRUE,"@DanScavino: SO AWESOME! Happening Now in Traverse City, Michigan! Let’s MAKE AMERICA GREAT AGAIN, MICHIGAN! https://t.co/zqgeZML9Hf 
#E…",140,0,8589
2020-11-02 23:59:55,"Biden","ScrewedContrac1","Android",TRUE,"@lewis_goodall: Obama: “after four years what you hear Trump talking about is his inauguration crowd being smaller than mine. After four…",140,0,322
2020-11-02 23:59:55,"Biden","MaryanninVA","Android",TRUE,"@DixvilleVote: Lifelong #Republican Les Otten to Cast First Vote at Midnight in Dixville Notch for #Democrat @JoeBiden #ElectionDay #Ele…",140,0,4425
2020-11-02 23:59:55,"Biden","JoeyHodge18","Android",NA,"@dagenmcdowell @realDonaldTrump VICTORY FOOD for #Election2020 ROMP OF @JoeBiden @KamalaHarris @SenKamalaHarris… https://t.co/xRzrscX3hg",136,1,0
2020-11-02 23:59:54,"Biden","swtmitzi","iPhone",NA,"#VoteResponsibly #ElectionDay #Election2020 #IVoted #YourVoteCounts",67,3,0
2020-11-02 23:59:53,"Biden","luchaporpaz","Android",TRUE,"@SistersofMercy: #ElectionDay is tomorrow!

If you’re registered and ready to vote, retweet this image to show others that you pledge to…",140,0,4
2020-11-02 23:59:53,"Biden","NJdoc","Web",TRUE,"@TomVargheseJr: 2 days.
Ignore the polls.
Know your rights.

#Vote 
#Election2020 
#Vote2020 https://t.co/h5AFpMIlTP",119,0,25
2020-11-02 23:59:53,"Biden","kkaianderson","iPhone",TRUE,"@David_Leavitt: Halloween may be well over, but there's still a terrifying monster in the White House.

Retweet if you've voted.

#Elect…",140,0,473
2020-11-02 23:59:53,"Biden","BpopeTV","iPhone",TRUE,"@EricCoxTV: As voters hit the booths, businesses are boarding up in downtown Chicago.

Several stores are putting plywood over their win…",140,0,3
2020-11-02 23:59:53,"Biden","Ferguson757","iPhone",TRUE,"@DanScavino: SO AWESOME! Happening Now in Traverse City, Michigan! Let’s MAKE AMERICA GREAT AGAIN, MICHIGAN! https://t.co/zqgeZML9Hf 
#E…",140,0,8589
2020-11-02 23:59:52,"Biden","w3ezii","iPhone",TRUE,"@MinkyMincey: I have just voted for Cheeseburger Freedom Man 
#firsttimevoters
#CHEESEBURGER2020 
#MAN2020
#Election2020 https://t.co/o9…",140,0,11
2020-11-02 23:59:52,"Biden","AchieveMpls","iPhone",TRUE,"@MPRnews: Once again, we will rely on The @AP to provide #Election2020 results and race calls on election night and beyond. Here's how T…",140,0,5
2020-11-02 23:59:52,"Biden","ComeEdge","iPhone",TRUE,"@pdamerica: Trump May Lose Election, Overturn
Results; Experts, Elected Officials
Warn Of Post-Election Chaos / Coup 
#PressRelease #ele…",140,0,17
2020-11-02 23:59:52,"Biden","Stevengykgmail1","Android",TRUE,"@ladygaga: I’m voting for America #vote #election2020 https://t.co/bspDNkxnhJ",80,0,17946
2020-11-02 23:59:51,"Biden","cinderino_","Web",TRUE,"@leggett: @Public_Citizen And if you vote by mail, make sure your vote was received and counted! Here is how each state lets you do that…",140,0,1
2020-11-02 23:59:51,"Biden","TheGoodLeddy","iPhone",NA,"Watching and living through the balance between #democracy and #fascism in real time is pretty exhausting, no? Have… https://t.co/z6dzmqrvYX",140,0,0
2020-11-02 23:59:51,"Biden","ZacharyLeonsis","Web",NA,"VOTE! Last chance! Make it count! #RaiseTheGame #BeMonumental #Election2020 #ElectionDay https://t.co/fiqC87Xdjy",112,10,0
2020-11-02 23:59:51,"Biden","BillHighland57","Web",TRUE,"@40_Ronda: #Election2020 #Vote

When will we stop voting for war criminals and start fighting for our sovereignty, our freedom, for huma…",140,0,13
2020-11-02 23:59:50,"Biden","partavogen","Android",TRUE,"@sportpeppercat: I’m just gonna hide under this pillow until @realDonaldTrump is voted out. #Election2020 https://t.co/rOYyMxwZ9U",132,0,51
2020-11-02 23:59:50,"Biden","FredoFonzerelli","Android",TRUE,"@mikandynothem: Poor people have been voting Democrat for 50 years...and they're still poor. @realDonaldTrump has lifted millions out of…",140,0,1521
2020-11-02 23:59:50,"Biden","maddiemoronta","iPhone",TRUE,"@PIX11News: Make sure you know your voter rights if you're heading to the polls on Nov. 3. <U+0001F5F3> Source: @aclu #Election2020 https://t.co/In…",140,0,74
2020-11-02 23:59:50,"Biden","SmBMSUBronco","Android",TRUE,"@DixvilleVote: Lifelong #Republican Les Otten to Cast First Vote at Midnight in Dixville Notch for #Democrat @JoeBiden #ElectionDay #Ele…",140,0,4425
2020-11-02 23:59:50,"Biden","ruth08287197","iPhone",TRUE,"@iamwandasykes: “Pennsylvania, this is it. This is our chance to be heroes.” #vote #Election2020",99,0,2941
2020-11-02 23:59:50,"Biden","CBSNews","iPhone",TRUE,"@MikevWUSA: <U+0001F6A8> — This is construction of the NEW fence that will circle the White House for #Election2020 ...

Barriers will be put in pl…",140,0,89
2020-11-02 23:59:50,"Biden","beatygul_beaty","Android",TRUE,"@MikevWUSA: <U+0001F6A8> — This is construction of the NEW fence that will circle the White House for #Election2020 ...

Barriers will be put in pl…",140,0,89
2020-11-02 23:59:50,"Biden","JaMcalif","iPad",TRUE,"@DoYouEvenLif: President Obama is completely in his element on the campaign trail right now. He is an unstoppable force. #Election2020",137,0,81
2020-11-02 23:59:50,"Biden","KeySpeculator","Web",NA,"#US #PresidentialElection Roadmap, #Predictions and Aftermath https://t.co/d13KOjWSJT #Trump #Biden… https://t.co/AiNbE5dps5",124,0,0
2020-11-02 23:59:50,"Biden","annadevine66","Android",TRUE,"@cliodiaspora: As #Election2020 is coming our way, #Berlin’s public transport authority has a message:

“We can’t disclose who we’d like…",140,0,913
2020-11-02 23:59:50,"Biden","GuidoSardine","Android",NA,"What if Trump was a Democrat?.... What if Trump was a Democrat?... Just trying to get your vote... Playing with a y… https://t.co/4UfVYRPFOH",140,0,0
2020-11-02 23:59:49,"Biden","BSUEAcademy","Web",NA,"At @BSUEAcademy we promote innovative thinkers and problem-solvers. They will be our next great leaders!

In this f… https://t.co/9Xtg0vi5ns",140,2,2
2020-11-02 23:59:49,"Biden","arianacrisply","iPhone",TRUE,"@HKrassenstein: WARNING:  Over the next 36 hours our President will attack people, institutions and American norms on Twitter.  He will…",139,0,1336
2020-11-02 23:59:49,"Biden","UndergroundSch2","iPhone",TRUE,"@AynRandPaulRyan: James Carville on Trump: “He’s gonna get his fat ass beat” <U+0001F525>

Also, on MSNBC: “People are nervous for no reason. We’ll…",140,0,369
