"date","candidate","name","sources","isretweeted","text","length","favorites","retweets","iseconomy","isstimulus","istax","iscovid","isfakenews","isracist","isenvironment","isrussia","issecurity"
2020-10-25 23:59:51,"Biden","Bettyhan922","Android",TRUE,"@ghelt: When I joined the @CIA and swore an oath to protect and defend the Constitution against enemies, foreign and domestic 17 years a…",140,0,1006,0,0,0,0,0,0,0,0,0
2020-10-25 23:59:38,"Biden","Marcio36_","Android",NA,"I Will vote.. #Biden2020 https://t.co/mUTZjbPiX9",48,1,0,0,0,0,0,0,0,0,0,0
2020-10-25 23:59:31,"Biden","Xeger1","Android",NA,"#BidenHarris2020Landslide
#Biden2020
@JoeBiden https://t.co/pkDVKcBSmq",70,0,0,0,0,0,0,0,0,0,0,0
2020-10-25 23:59:27,"Biden","AJ_9342","iPhone",TRUE,"@ghelt: When I joined the @CIA and swore an oath to protect and defend the Constitution against enemies, foreign and domestic 17 years a…",140,0,1006,0,0,0,0,0,0,0,0,0
2020-10-25 23:59:10,"Biden","BLIN0002","iPhone",NA,"Rt - If the 2020 Presidential Election was held today, who would you vote for? 

#Vote #Trump #Biden #Poll… https://t.co/7LaAcEumTb",131,6,3,0,0,0,0,0,0,0,0,0
2020-10-25 23:59:06,"Biden","RrrussT1","Web",NA,"#Election2020 #AZ #SenateDebate: @MarthaMcSally VS @CaptMarkKelly ·10/6/2020· by #Arizona #PBS 1h 54m. #MarkKelly c… https://t.co/IQGkoE1RxT",140,0,0,0,0,0,0,0,0,0,0,0
2020-10-25 23:58:53,"Biden","_t_t_a_k","iPhone",NA,"2020 started out terriblyAt least we finally take out that nastily pile of @realDonaldTrump garbage.

 #VoteEarly… https://t.co/VKALwuV5ps",138,3,0,0,0,0,0,0,0,0,0,0
2020-10-25 23:58:53,"Biden","livetweettweet","Android",TRUE,"@ghelt: When I joined the @CIA and swore an oath to protect and defend the Constitution against enemies, foreign and domestic 17 years a…",140,0,1006,0,0,0,0,0,0,0,0,0
2020-10-25 23:58:51,"Biden","guerrero_lisa","Android",TRUE,"@ghelt: When I joined the @CIA and swore an oath to protect and defend the Constitution against enemies, foreign and domestic 17 years a…",140,0,1006,0,0,0,0,0,0,0,0,0
2020-10-25 23:58:45,"Biden","Monte_Alto","Web",NA,"@_Jacquelyn2020 @JoeBiden Incredible exchange Jacquelyn. Although I've not been fortunate enough to meet Joe Biden,… https://t.co/G1Qg85aUm2",140,1,0,0,0,0,0,0,0,0,0,0
2020-10-25 23:58:25,"Biden","TDK_EvilTwin","iPhone",TRUE,"@VanJones68: EVEN 2020 CAIN’T STEAL OUR JOY !! #BlackLivesMatter #BidenHarrisLandslide2020 #Biden2020 #BidenHarris2020",121,0,241,0,0,0,0,0,0,0,0,0
2020-10-25 23:58:22,"Biden","VickiStanbury","Web",TRUE,"@ghelt: When I joined the @CIA and swore an oath to protect and defend the Constitution against enemies, foreign and domestic 17 years a…",140,0,1006,0,0,0,0,0,0,0,0,0
2020-10-25 23:58:08,"Biden","kakanicat","Android",TRUE,"@byron_auguste: Loyalty to the United States and a sense of obligation to all of its people are much better qualities in a U.S. Presiden…",140,0,400,0,0,0,0,0,0,0,0,0
2020-10-25 23:57:49,"Biden","njharley","iPad",TRUE,"@ghelt: When I joined the @CIA and swore an oath to protect and defend the Constitution against enemies, foreign and domestic 17 years a…",140,0,1006,0,0,0,0,0,0,0,0,0
2020-10-25 23:57:29,"Biden","DCDUBYA","iPhone",NA,"@RealJamesWoods the George Wallace of washed up actors. Sad! #Biden2020 https://t.co/LJTAV8pEeS",95,0,0,0,0,0,0,0,0,0,0,0
2020-10-25 23:57:20,"Biden","schefferwill","Web",TRUE,"@GeorgeI59676218: 1 Billion Dollars

35 Days

Act Blue Tracker $6,438,559,113 9/18 at 8:57 pm

Act Blue Tracker $7,438,559,113 10/24 at…",139,0,5,0,0,0,0,0,0,0,0,0
2020-10-25 23:57:03,"Biden","Jiswitty","Android",TRUE,"@ghelt: When I joined the @CIA and swore an oath to protect and defend the Constitution against enemies, foreign and domestic 17 years a…",140,0,1006,0,0,0,0,0,0,0,0,0
2020-10-25 23:56:49,"Biden","Medusa0029","iPad",TRUE,"@ghelt: When I joined the @CIA and swore an oath to protect and defend the Constitution against enemies, foreign and domestic 17 years a…",140,0,1006,0,0,0,0,0,0,0,0,0
