"date","candidate","name","sources","isretweeted","text","length","favorites","retweets","iseconomy","isstimulus","istax","iscovid","isfakenews","isracist","isenvironment","isrussia","issecurity"
2020-10-20 23:59:20,"Biden","block_stacey","iPhone",NA,"@realDonaldTrump BYEDON!! #JoeWillLeadUs #BidenHarrisToSaveAmerica #Biden2020 #BidenHarris2020… https://t.co/FFlRKU2ydZ",119,0,0,0,0,0,0,0,0,0,0,0
2020-10-20 23:59:12,"Biden","reallyrealTreeS","iPhone",TRUE,"@Gr3Te4rights: #Election2020 #VoteBlue #Biden2020 #GretiansTag https://t.co/p58TazYLdz",89,0,24,0,0,0,0,0,0,0,0,0
2020-10-20 23:58:59,"Biden","CharterJuanita","iPhone",NA,"Just put my sign out.  Like other Biden/Harris supporters in Wyoming, I'm angry I have to worry about vandalism due… https://t.co/gXcLHfQy5Z",140,1,0,0,0,0,0,0,0,0,0,0
2020-10-20 23:58:35,"Biden","texasinafrica","iPhone",TRUE,"@Semhar: #Africa: Joe Biden is the first US presidential candidate to publicly commit to &amp; recognize the African #Diaspora constituency…",143,0,24,0,0,0,0,0,0,0,0,0
2020-10-20 23:58:12,"Biden","Prairiewaif","Web",NA,"@sandibachom He is already embracing and using his scorched earth policy. I am, sadly, certain people will lose the… https://t.co/ofSsmNRFNa",140,4,1,0,0,0,0,0,0,0,0,0
2020-10-20 23:57:55,"Biden","CitizenNO","Android",NA,"#MAGA #Trump2020 #Biden2020 #DNC @CNN @MSN #BlackLivesMatter https://t.co/IThNOFGJUF",84,0,0,0,0,0,0,0,0,0,0,0
2020-10-20 23:57:50,"Biden","SylviaCisneros2","iPhone",TRUE,"@TaraSetmayer: I join my friend @MichaelSteele, former RNC Chair,  in our efforts to oust Trump &amp; Trumpism by supporting #Biden2020
@Pro…",144,0,1350,0,0,0,0,0,0,0,0,0
2020-10-20 23:56:59,"Biden","10acQ","iPhone",NA,"@JoeBiden has STILL not denied the the contents of his son's laptop.

#SleezyJoe 
#Biden2020
#BidenCrimeFamiily",111,0,0,0,0,0,0,0,0,0,0,0
2020-10-20 23:56:46,"Biden","CosmicActorVist","Web",NA,"Trump supporter, #PatRobertson has prophesied that If Trump wins the election, the End Times will begin. 
Have a li… https://t.co/bDzSlV5N4K",140,3,2,0,0,0,0,0,0,0,0,0
2020-10-20 23:56:25,"Biden","KristinaNdhouz","Android",TRUE,"@TaraSetmayer: I join my friend @MichaelSteele, former RNC Chair,  in our efforts to oust Trump &amp; Trumpism by supporting #Biden2020
@Pro…",144,0,1350,0,0,0,0,0,0,0,0,0
