"date","candidate","name","sources","isretweeted","length","favorites","retweets","economy","security","covid19","healthcare","education","race","gun","crime","abortion","immigration","climate","foreign","taxes","deficit","china","russia","fakenews","info","anticipation","sadness","fear","joy","positive","surprise","trust","anger","disgust","negative"
2020-10-19 23:43:53,"Biden","josephtanney","iPad",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:43:53,"Biden","THNewhouse","iPhone",TRUE,140,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,1,1,0,1
2020-10-19 23:43:53,"Biden","Tribe_XX","Web",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-10-19 23:43:54,"Biden","carlyinNJ","Web",TRUE,139,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,2,2,2,0,3
2020-10-19 23:43:56,"Trump","Ricky207711","Android",TRUE,139,0,13264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-10-19 23:43:57,"Biden","DelightsPm","iPhone",TRUE,140,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,1,0,0,1
2020-10-19 23:44:01,"Biden","katona_barbara","Android",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:44:02,"Biden","Ruby1103","iPhone",TRUE,140,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,2
2020-10-19 23:44:02,"Trump","KTM33TN","Web",TRUE,139,0,13264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-10-19 23:44:09,"Biden","LadyDrew","iPhone",FALSE,144,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
2020-10-19 23:44:10,"Biden","OleskiCo","Android",TRUE,140,0,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1
2020-10-19 23:44:11,"Biden","TommyWe40881307","Web",FALSE,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,0,2
2020-10-19 23:44:12,"Biden","SlimJim2123","iPhone",TRUE,140,0,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-19 23:44:13,"Trump","deltapynckel","iPhone",FALSE,123,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,1,1,1,0,1
2020-10-19 23:44:15,"Biden","wonka_monka","iPhone",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:44:15,"Trump","RandalPaster","Web",FALSE,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
2020-10-19 23:44:16,"Biden","Grouchosauras","Android",FALSE,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
2020-10-19 23:44:16,"Trump","MBBPug","Web",TRUE,139,0,13264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-10-19 23:44:17,"Biden","PaulaRMathis","iPad",TRUE,140,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,2
2020-10-19 23:44:18,"Trump","oleblue42","iPhone",TRUE,115,0,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2
2020-10-19 23:44:20,"Biden","CubsGirl10","iPhone",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:44:24,"Biden","ruth_hartjen","Android",TRUE,140,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,2
2020-10-19 23:44:24,"Trump","janiedelaney","Web",TRUE,118,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-10-19 23:44:29,"Biden","Flblueskies","iPad",TRUE,140,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0
2020-10-19 23:44:30,"Biden","GreenMtnGirl13","iPhone",TRUE,140,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,2
2020-10-19 23:44:30,"Biden","holyhotmonkey","Android",FALSE,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2020-10-19 23:44:30,"Biden","TLaTela","iPhone",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:44:32,"Biden","ItsMeAnnEnis","Web",TRUE,140,0,3517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
2020-10-19 23:44:33,"Trump","Babs_cat33","Android",TRUE,118,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-10-19 23:44:35,"Trump","Right2BearArms9","iPhone",FALSE,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-10-19 23:44:36,"Biden","wegsman","Android",TRUE,140,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,2
2020-10-19 23:44:37,"Biden","Solutioneer72","Android",TRUE,140,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
2020-10-19 23:44:38,"Trump","TheFelanie","Android",TRUE,140,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-10-19 23:44:39,"Biden","skye_sea","iPhone",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:44:43,"Biden","Kaelesa","iPad",FALSE,97,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2020-10-19 23:44:43,"Trump","alexwood911","iPhone",FALSE,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-10-19 23:44:44,"Biden","_MorganStahr","iPhone",TRUE,140,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,0,0,0
2020-10-19 23:44:44,"Biden","DanMagd","iPhone",FALSE,140,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2020-10-19 23:44:45,"Trump","cachou_de","Web",TRUE,140,0,13361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2020-10-19 23:44:48,"Trump","BeardTrade","Android",TRUE,111,0,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2020-10-19 23:44:49,"Biden","Parker1Erin","iPhone",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:44:51,"Trump","bledsoe_wes","Web",FALSE,140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2
2020-10-19 23:44:54,"Trump","JadedDAVe","Android",TRUE,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,1,2
2020-10-19 23:44:55,"Trump","PhillyToMaine","Web",TRUE,131,0,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
2020-10-19 23:45:00,"Biden","govtinc","Android",FALSE,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-19 23:45:00,"Biden","TheBoldPursuit","iPhone",FALSE,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,2,0,0,0
2020-10-19 23:45:00,"Trump","Willsmi77360233","Web",FALSE,105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
2020-10-19 23:45:01,"Biden","jillcurrie13","iPhone",FALSE,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-10-19 23:45:01,"Biden","michaelkirbyjr","iPhone",FALSE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
2020-10-19 23:45:02,"Trump","AmyMariefashion","iPhone",TRUE,144,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,1,3,0,0,0
2020-10-19 23:45:03,"Trump","poppytim24","iPad",TRUE,115,0,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2
2020-10-19 23:45:07,"Biden","fuzhi_lin","Web",TRUE,139,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,2
2020-10-19 23:45:08,"Biden","catnipp8","Web",TRUE,140,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,2
2020-10-19 23:45:09,"Biden","Eddikwansa","iPhone",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:09,"Biden","whatevernhd1","Android",TRUE,140,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,2
2020-10-19 23:45:10,"Biden","lorenzosorice","iPhone",FALSE,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2020-10-19 23:45:10,"Biden","smacktuna","iPhone",FALSE,109,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,2,2,1,2
2020-10-19 23:45:11,"Biden","JenniferVDL202","Android",FALSE,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2020-10-19 23:45:12,"Biden","lynda_secrest","Android",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:12,"Biden","Tiffany77813938","Web",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:12,"Trump","AmyMariefashion","iPhone",TRUE,143,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,0,0,0
2020-10-19 23:45:13,"Biden","LexInterna","Web",TRUE,140,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2,1,0,1
2020-10-19 23:45:14,"Biden","Mancman10","Android",FALSE,142,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1
2020-10-19 23:45:14,"Trump","TruthAgape","Android",TRUE,140,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2020-10-19 23:45:15,"Biden","KARMASABLEEP","Android",TRUE,140,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2020-10-19 23:45:15,"Biden","mcfslaw","Web",TRUE,144,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-10-19 23:45:16,"Trump","AmyMariefashion","iPhone",TRUE,140,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,1,1,0,1
2020-10-19 23:45:17,"Biden","icrackedthesafe","Web",TRUE,140,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1
2020-10-19 23:45:18,"Biden","RayT46001179","Web",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:19,"Trump","AmyMariefashion","iPhone",TRUE,143,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,0,0,0
2020-10-19 23:45:20,"Biden","ScottRaneri","iPhone",FALSE,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2020-10-19 23:45:22,"Biden","colekate43","Web",TRUE,140,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,1,1,0,1
2020-10-19 23:45:22,"Biden","paulzak","Android",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:23,"Biden","CSelanno","Web",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:27,"Biden","dioncj356","Web",FALSE,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2
2020-10-19 23:45:28,"Biden","dleemink01","Android",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:28,"Biden","zzdirtydm","Android",TRUE,140,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1
2020-10-19 23:45:30,"Biden","buttafly75","Android",TRUE,140,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-19 23:45:31,"Biden","DsOchoa","iPhone",TRUE,87,0,9452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1
2020-10-19 23:45:31,"Biden","WendyOboy","iPhone",FALSE,140,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,1,3,1,0,1
2020-10-19 23:45:32,"Biden","KurthMargo","iPhone",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:33,"Biden","Solutioneer72","Android",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:35,"Trump","TomThomas3d","iPhone",TRUE,139,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-10-19 23:45:36,"Biden","Seanstweeting","iPhone",FALSE,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-10-19 23:45:36,"Trump","bamma0","others",TRUE,140,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2020-10-19 23:45:37,"Biden","bullriders1","Web",TRUE,140,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,1,0,0,1
2020-10-19 23:45:37,"Biden","Jodythewittycat","iPad",TRUE,133,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
2020-10-19 23:45:37,"Biden","lglmoss","others",TRUE,139,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,2
2020-10-19 23:45:39,"Biden","as90098897","iPhone",FALSE,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
2020-10-19 23:45:40,"Biden","mjkartobjects","Web",TRUE,140,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,2
2020-10-19 23:45:40,"Trump","Lady38903274","Android",FALSE,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,2
2020-10-19 23:45:41,"Trump","GrumpyPing","Web",TRUE,140,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-10-19 23:45:41,"Trump","mrabn8008","Android",FALSE,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-19 23:45:42,"Biden","aegbaker","iPhone",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:43,"Biden","OleskiCo","Android",TRUE,140,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2020-10-19 23:45:44,"Biden","DonaldDrumpfWTF","Web",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:44,"Biden","masteringVO","Web",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:44,"Trump","LRusso22330599","Android",TRUE,112,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1
2020-10-19 23:45:44,"Trump","SassyTexasGal","Android",TRUE,139,0,13264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-10-19 23:45:45,"Biden","regina74","Android",TRUE,140,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,2
2020-10-19 23:45:45,"Trump","azcentral","iPhone",TRUE,125,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-19 23:45:46,"Biden","MatheysFiles","iPhone",FALSE,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020-10-19 23:45:46,"Trump","FungusFaces","Android",FALSE,125,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2020-10-19 23:45:47,"Biden","rkidfriday","iPhone",TRUE,140,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,2
2020-10-19 23:45:49,"Trump","Riche31846049","iPhone",TRUE,140,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,0,2
2020-10-19 23:45:50,"Trump","CathyMc21114698","iPhone",TRUE,140,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,0,2
2020-10-19 23:45:51,"Biden","blackhawks1114","iPhone",FALSE,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1
2020-10-19 23:45:51,"Biden","johnis44","iPhone",FALSE,140,87,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,0,0,2,0,1
2020-10-19 23:45:51,"Trump","Sunsetbeach911","Web",FALSE,132,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,2,2,0,0,2
2020-10-19 23:45:52,"Biden","ScarsWisdom","Web",TRUE,140,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,1,1,0,1
2020-10-19 23:45:52,"Trump","FungusFaces","Android",TRUE,140,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2020-10-19 23:45:52,"Trump","LRusso22330599","Android",TRUE,126,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
2020-10-19 23:45:53,"Biden","MKS03684546","Web",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:54,"Biden","Anderhardt","iPhone",TRUE,140,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,3
2020-10-19 23:45:54,"Biden","teckroat5","Web",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:45:54,"Trump","NovemberRain100","Android",TRUE,139,0,13264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-10-19 23:45:54,"Trump","reshas","iPad",TRUE,109,0,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2020-10-19 23:45:56,"Biden","dbates589","Android",FALSE,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,2,2
2020-10-19 23:45:56,"Trump","AMCPhD72","iPhone",TRUE,140,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-10-19 23:45:56,"Trump","theresang01","iPhone",TRUE,124,0,322,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-19 23:45:57,"Biden","swiftwine","iPhone",FALSE,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
2020-10-19 23:45:59,"Biden","AnnFoxRR1","Web",FALSE,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-10-19 23:45:59,"Biden","babygirlbrenda","Android",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:46:00,"Biden","4GWDOTDOTDOT","Android",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:46:00,"Biden","joy24543463_joy","Android",TRUE,114,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,2,2,0,2
2020-10-19 23:46:00,"Biden","redheadb3","iPhone",TRUE,140,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,2,2,1,0,2
2020-10-19 23:46:01,"Biden","CatWyrick","iPad",TRUE,139,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,1,2,1,0,1
2020-10-19 23:46:01,"Biden","indisbelief2020","Web",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:46:01,"Biden","notarumpboater","Web",TRUE,140,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,0,2
2020-10-19 23:46:01,"Trump","DrAmbardar","Web",TRUE,139,0,13264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2020-10-19 23:46:02,"Trump","YouGoHMMM","Web",FALSE,140,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2020-10-19 23:46:04,"Biden","tuan007","iPad",TRUE,142,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
2020-10-19 23:46:05,"Biden","Delou878","Web",TRUE,140,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0
2020-10-19 23:46:06,"Biden","nadiaexama","Android",TRUE,140,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1
2020-10-19 23:46:06,"Trump","JesusRo12252665","iPhone",TRUE,140,0,4915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020-10-19 23:46:06,"Trump","LOBO_MAINMAN","Web",FALSE,138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-19 23:46:07,"Biden","helenmag","Web",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:46:07,"Biden","meganqmayfield","Web",TRUE,140,0,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
2020-10-19 23:46:07,"Trump","PauloECarvalho2","Android",TRUE,118,0,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-10-19 23:46:08,"Trump","Kristin56116221","Web",FALSE,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,2,2,2,3,0,3
2020-10-19 23:46:09,"Trump","DiorXander","iPad",TRUE,115,0,2592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,2
2020-10-19 23:46:09,"Trump","TheImpatientPa1","Web",FALSE,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
2020-10-19 23:46:10,"Biden","d_king254","Web",TRUE,140,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3
