"date","candidate","name","sources","isretweeted","text","length","favorites","retweets","iseconomy","isstimulus","istax","iscovid","isfakenews","isracist","isenvironment","isrussia","issecurity"
2020-10-23 23:59:38,"Biden","watch4democracy","Web",NA,"#Biden2020 https://t.co/OOBTvKTAB4",34,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:59:35,"Biden","LizzieeSchultzz","iPhone",NA,"Can Biden get the seniorswecare IP address to combat trumps seniorsbeware one? Let’s campaign with hope and policy… https://t.co/usMTVtrhIZ",139,5,1,0,0,0,0,0,0,0,0,0
2020-10-23 23:59:12,"Biden","marthaonfire","Web",TRUE,"@alliemarie777: My daughter - who cannot stand President Trump and does not understand why I support him (she’s only 17; she can’t stand…",140,0,3,0,0,0,0,0,0,0,0,0
2020-10-23 23:59:10,"Biden","ScottJWolfson","Android",NA,"83000 new COVID cases today. New US daily record.

One candidate gave a speech spelling out a national plan.

The o… https://t.co/VJq0XF8VDE",140,4,2,0,0,0,0,0,0,0,0,0
2020-10-23 23:58:14,"Biden","EL_griot88","iPhone",NA,"#Biden2020 #movingtips #movingday #HelpUsHelpYou #HelpOthers #helpfultips #selflove #selfcare #imnotpettybut  https://t.co/VknJ2BHp5A",133,1,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:58:05,"Biden","MITAgate","Android",TRUE,"@ActionTime: #TrumpVirusCatastrophe is Exploding Fast! Will #Covid19 Paralyze #Trump's Health System?#TrumpMeltdown #TrumpIsANationalDis…",140,0,2,0,0,0,1,0,0,0,0,0
2020-10-23 23:58:03,"Biden","KeliGreenEyes","Android",NA,"My husband and I voted for you today! #Biden2020 #makeamericakindagain #forthesoulofournation… https://t.co/7MKlzIl6zi",118,2,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:57:09,"Biden","Redwood75746520","Web",NA,"@JamaalBowmanNY #biden #biden2020 #BidenHarrisLandslide2020 #cnn #msnbc #BidenHarris2020 @TheDemocrats @dnc #BlackLivesMatter",125,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:56:17,"Biden","TheTruthSekr","iPad",NA,"The truth about #JoeBiden then and now.

#Biden2020 #Democrats #BidenHarris2020 #realDonaldTrump #Trump https://t.co/xTCuUnUEQO",127,1,1,0,0,0,0,0,0,0,0,0
2020-10-23 23:56:15,"Biden","amaxmr","Android",TRUE,"@SherylCrow: The truth matters. #Trump2020 #Biden2020
#vote2020 https://t.co/elFzg8lJzN",90,0,30,0,0,0,0,0,0,0,0,0
2020-10-23 23:56:12,"Biden","4Tchat","others",TRUE,"@nextgencali: DONE! With Love <U+0001F495> <U+2764><U+FE0F> <U+2764><U+FE0F> our from California. #TexasForBiden #TexasForBiden #Biden2020 #BidenHarrisLandslide2020 https://t.…",140,0,1,0,0,0,0,0,0,0,0,0
2020-10-23 23:56:07,"Biden","biyer","Web",NA,"@CathyJoeGPT @funder #BidenHarrisLandslide2020 #Biden2020 @JoeBiden https://t.co/vFk0iF8Jgi",91,1,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:55:49,"Biden","REDM0NKEY7","iPhone",TRUE,"@Polls4Politics: Who won the debate? #2020debate #Debate2020 #debate #trump #Biden #Election2020 #election #MAGA #BuildBackBetter #trump…",140,0,1826,0,0,0,0,0,0,0,0,0
2020-10-23 23:55:48,"Biden","Redwood75746520","Web",NA,"@BarackObama @JoeBiden You're a MONSTER Joey #biden #biden2020 #BidenHarrisLandslide2020 #cnn #msnbc… https://t.co/ryFCQTumDa",125,1,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:55:29,"Biden","slogoodson","Android",TRUE,"@CinZimm54: #EspeciallyFemale
#EspeciallyAFemale will #Vote2020 for #Biden2020 
This female wants my country back from mobsters, #racist…",140,0,2,0,0,0,0,0,1,0,0,0
2020-10-23 23:55:02,"Biden","RSepcic","iPhone",TRUE,"@Polls4Politics: Who won the debate? #2020debate #Debate2020 #debate #trump #Biden #Election2020 #election #MAGA #BuildBackBetter #trump…",140,0,1826,0,0,0,0,0,0,0,0,0
2020-10-23 23:54:48,"Biden","alliemarie777","iPhone",NA,"My daughter - who cannot stand President Trump and does not understand why I support him (she’s only 17; she can’t… https://t.co/wpUaLoXMm5",139,21,3,0,0,0,0,0,0,0,0,0
2020-10-23 23:54:41,"Biden","KarenKls219","Android",TRUE,"@Gr3Te4rights: #Election2020 #VoteBlue #Biden2020 #GretiansTag https://t.co/75QhPsmrld",89,0,26,0,0,0,0,0,0,0,0,0
2020-10-23 23:54:29,"Biden","SlatinBurger","iPad",NA,"#TrumpSuperSpreader #TrumpsCorruptCircus #BidenHarrisToSaveAmerica #BidenWonDebate #Biden2020… https://t.co/ebNVVdC0tW",118,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:54:29,"Biden","sutton2429","iPhone",NA,"@BarackObama Loved you sticking it to Trump, President Obama! Was great to hear a real POTUS speak! Thank you for y… https://t.co/HRPJ8Da0mo",140,1,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:54:29,"Biden","LYNKEV5412","iPhone",TRUE,"@CinZimm54: #EspeciallyFemale
#EspeciallyAFemale will #Vote2020 for #Biden2020 
This female wants my country back from mobsters, #racist…",140,0,2,0,0,0,0,0,1,0,0,0
2020-10-23 23:53:05,"Biden","davidginsberg","iPad",NA,"@TVietor08 Let me get this straight. The Very Stable Genius is live-streaming his attempt to conduct foreign policy… https://t.co/pmbqwmXcmp",140,9,1,0,0,0,0,0,0,0,0,0
2020-10-23 23:52:45,"Biden","BeHappyandCivil","iPad",TRUE,"@darrenhayes: The United States needs a plan and it needs it now.  11 days left to vote.  #BidenHarris #Biden2020",116,0,47,0,0,0,0,0,0,0,0,0
2020-10-23 23:52:22,"Biden","4Tchat","others",TRUE,"@4Tchat: #Biden2020 #VoteBidenHarris2020 <U+0001F1FA><U+0001F1F8> #Nebraska<U+0001F331> #Nebraskaforbiden #NorthCarolina #NorthCarolinaForBiden
#LegalizeIt<U+0001F331>. https://t.c…",140,0,1,0,0,0,0,0,0,0,0,0
2020-10-23 23:52:13,"Biden","CinZimm54","Android",NA,"#EspeciallyFemale
#EspeciallyAFemale will #Vote2020 for #Biden2020 
This female wants my country back from mobsters… https://t.co/4UD9CGuQ5D",140,7,2,0,0,0,0,0,0,0,0,0
2020-10-23 23:52:10,"Biden","AustinEdwardDil","iPhone",NA,"@realDonaldTrump Joe Biden is gonna win the election!!!!!!!!#BidenWon #BidenHarris2020  #Biden2020",98,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:52:07,"Biden","elephantmarch1","Web",NA,"Important point guys!  #TrumpIsPathetic #TrumpChineseBankAccount #VoteBidenHarrisToSaveAmerica #Biden2020 https://t.co/tNxitTQtjy",129,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:51:54,"Biden","Thor_LM","iPhone",TRUE,"@_feel_the_bern_: @BernieSanders: If Trump is re-elected, we will be on defense for the next four years.

I want to go on the offensi…",140,0,3,0,0,0,0,0,0,0,0,0
2020-10-23 23:51:42,"Biden","chardonnay4me2","Web",NA,"@realDonaldTrump Liar. There's not going to be high energy costs and there are going to be tons of jobs. Good paying jobs. #Biden2020",133,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:51:11,"Biden","kimemdoyle","Android",NA,"@RobsTinFoilHat @dougducey @JoeBiden How many seniors died in Kingman before You implemented masks? Each of those 1… https://t.co/kNdRJSlkZF",140,7,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:50:53,"Biden","elainamikaelson","iPhone",NA,"Tell me why you Trump supporters are still wearing “Make America Great Again” hats? Trump has been President for 4… https://t.co/X1Z6BoVWqR",139,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:50:20,"Biden","JustcallmeAnytm","iPhone",NA,"@SpeakerPelosi #200KDeadAmericans #FridayFeeling #2020TrumpLandslide #lockdown #BidenCares #2020Election… https://t.co/6a5Ffb6orT",129,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:50:01,"Biden","wesmanley","Web",NA,"https://t.co/lORGKemsSb

#Biden2020 #BidenHarris2020",52,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:50:00,"Biden","MarinoLawBiz","Web",TRUE,"@SherylCrow: The truth matters. #Trump2020 #Biden2020
#vote2020 https://t.co/elFzg8lJzN",90,0,30,0,0,0,0,0,0,0,0,0
2020-10-23 23:49:44,"Biden","LatterellPhoto","iPhone",NA,"@realDonaldTrump Wow-what a way t be a leader.  Way to cause further decisiveness.  #biden2020",94,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:49:43,"Biden","ArkNoah_","iPhone",NA,"Make sure ya’ll vote.. I used ta b on that “my vote don’t matter shyt” wen I was a kid but that sum BS! This votin… https://t.co/iX3j5aEDqb",139,1,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:49:19,"Biden","peternorman54","iPhone",TRUE,"@NY_runaway: Forbes Estimates China Paid Trump At Least $5.4 Million Since He Took Office, Via Mysterious Trump Tower Lease.

#LockTheBa…",140,0,89,0,0,0,0,0,0,0,0,0
2020-10-23 23:49:07,"Biden","_feel_the_bern_","others",TRUE,"@BernieSanders: If Trump is re-elected, we will be on defense for the next four years.

I want to go on the offe… https://t.co/puAMWuQ1nm",140,4,3,0,0,0,0,0,0,0,0,0
2020-10-23 23:48:07,"Biden","iamfaraby","iPhone",NA,"Biden will close the oil industry. This would be a massive disaster for the country and for the world. There would… https://t.co/MVIQ9Q01y2",139,2,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:48:02,"Biden","kimemdoyle","Android",NA,"@dougducey @JoeBiden 2. 
Notice All red states except for Wisconsin? Hey Doug , we will spike too..Nov Dec.. Trust… https://t.co/xDBp6XOCW3",139,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:47:49,"Biden","heresdani2","others",NA,"Watch @DetHippieChick's broadcast: Politics chatter time #Biden2020 https://t.co/Otdrub98Iu",91,0,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:46:56,"Biden","giaolson6","iPad",TRUE,"@Grammaconnell: @SydesJokes @tjlewis324 @MAHAsMakeAmerH8 @whittenburgbob2 @oprman @1barbsnz @giaolson6 @healthyforT @mdef57 @BlueWavePat…",140,0,2,0,0,0,0,0,0,0,0,0
2020-10-23 23:46:19,"Biden","alissagal8","iPhone",TRUE,"@VoteTheBigotOut: How do you explain to your daughter what #EspeciallyAFemale means when it’s coming from the POTUS?

What do you say wh…",140,0,2,0,0,0,0,0,0,0,0,0
2020-10-23 23:46:14,"Biden","BDCourt","Android",NA,"Take a risk Moderates and listen to the contents of #HunterBidenEmails. #Biden2020 knows. Search out the truth and… https://t.co/UZ60DEVMN6",139,2,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:46:04,"Biden","christylemon","iPad",NA,"Drove through my Texas suburban neighborhood and only saw Biden signs. No Trump signs within 4 miles of houses. In… https://t.co/nF5z7bF28z",139,2,0,0,0,0,0,0,0,0,0,0
2020-10-23 23:45:56,"Biden","AllenZohrabians","iPhone",NA,"#PeaceForArmenians #StopAliyev #StopErdogan #StopAzerbaijainiAggression #ElClasico #Trump2020 #Biden2020 #ArtsakhAgainstTerrorism",129,1,1,0,0,0,0,0,0,0,0,0
