"date","candidate","name","sources","isretweeted","text","length","favorites","retweets","iseconomy","isstimulus","istax","iscovid","isfakenews","isracist","isenvironment","isrussia","issecurity"
2020-10-21 23:59:57,"Biden","Tracysway9876","iPhone",TRUE,"@leesa116: @Eiggam5955 Why would the trump administration do anything? He barely “won” with Russia’s help last time. He needs even more…",139,0,1,0,0,0,0,0,0,0,1,0
2020-10-21 23:59:56,"Biden","bluewave208","iPhone",NA,"Let’s go! Keep it up #Texas! You can do it! #BlueWave #Biden2020 https://t.co/GWHMGHMgDu",88,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:59:38,"Biden","GotPipes71","iPhone",NA,"@BarackObama gave me Life today. That’s the whole tweet. #Biden2020 #obamainphilly #vote",88,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:59:34,"Biden","BigPixieKiss","Android",TRUE,"@TomMyers19: #TrumpHatesWomen #PutinsGOP #VoteBlue #resist #Dems4USA #Biden2020
@justicedems #TrumpKnew #BountyGate #TraitorTrump @RVAT2…",140,0,8,0,0,0,0,0,0,0,0,0
2020-10-21 23:59:24,"Biden","DcWalaDesi","iPhone",NA,"Breaking @FBI said #Iran is trying to meddle in #USElections #Iran #Russia has American Voter info &amp;  taken actions… https://t.co/6oAjNQ8xsQ",144,1,0,0,0,0,0,0,0,0,1,0
2020-10-21 23:59:21,"Biden","Getz2you","iPad",NA,"@MellonieSorens1 @JackPosobiec Obtained....obtained voter registration information? The Republicans probably provid… https://t.co/KiNhtgV6GZ",140,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:59:01,"Biden","OmidIranmanesh","iPhone",NA,"Good thing the mic will be muted whenever the Orange Tyrant opens his big fat lyin’ mouth! #PresidentialDebate2020… https://t.co/TrdTHrXQLb",139,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:58:57,"Biden","Fernand55621921","Web",NA,"@unleashthetea @kayleighmcenany @AOC @IlhanMN @JoeBiden #BIDEN2020 <U+0001F499><U+0001F499><U+0001F499><U+0001F499><U+0001F3F3><U+FE0F><U+200D><U+0001F308><U+0001F3F3><U+FE0F><U+200D><U+0001F308><U+0001F3F3><U+FE0F><U+200D><U+0001F308><U+0001F3F3><U+FE0F><U+200D><U+0001F308><U+0001F3F3><U+FE0F><U+200D><U+0001F308>",91,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:58:52,"Biden","LOLJ919","Web",NA,"#GOP #Ratcliffe #FBI PSA re Iran sending Emails to Voters to Damage to #Trump 

EMAILS THREATEN VIOLENCE TO VOTER I… https://t.co/C3EywVr8lT",140,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:58:41,"Biden","mattlion5555","iPhone",NA,"Texas is turning blue. #BidenHarris2020 #MAGA2020LandslideVictory #BlueWave #DumpTrump #Biden2020",97,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:57:37,"Biden","BrooklynCoastal","iPhone",NA,"@RsAndIs4Biden @ProjectLincoln @JoeBiden MASKS SAVE LIVES! stay safe! halloween masks available <U+0001F64F><U+0001F3FB><U+0001F383>… https://t.co/4at3ery6pj",124,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:57:13,"Biden","BrooklynCoastal","iPhone",NA,"@KingRezizt @fake_biden @ReesusP @ThatPavaldo @Effy_Got_banned @MDomino07 @doxie53 @Fix8d2020 @AngelaBelcamino… https://t.co/xo5ujOoHPK",135,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:56:39,"Biden","ValetSarcastic","Web",TRUE,"@UselessPoptart: the Bolivian people didn't just vote, they knew voting alone wouldn't stop fascism

they held general strikes, withheld…",140,0,38,0,0,0,0,0,0,0,0,0
2020-10-21 23:55:55,"Biden","bloomich","iPhone",TRUE,"@supermajority: We're teaming up with sister orgs @ppact, @emilyslist, and @NARAL for a special #Biden2020 event w/@KamalaHarris to mobi…",140,0,16,0,0,0,0,0,0,0,0,0
2020-10-21 23:55:23,"Biden","Rashidbelike","iPhone",TRUE,"@Behembaba: #DemDownBallot #BidenHarris2020Landslide #HarrisBiden2020 #ADOS #Election2020 #KamalaHarris #DCProtests #dcshooting #Justice…",140,0,159,0,0,0,0,0,0,0,0,0
2020-10-21 23:55:15,"Biden","LanternsBlue","Android",TRUE,"@UselessPoptart: the Bolivian people didn't just vote, they knew voting alone wouldn't stop fascism

they held general strikes, withheld…",140,0,38,0,0,0,0,0,0,0,0,0
2020-10-21 23:54:59,"Biden","Beverly_Davis","Web",TRUE,"@Semhar: #Africa: Joe Biden is the first US presidential candidate to publicly commit to &amp; recognize the African #Diaspora constituency…",143,0,24,0,0,0,0,0,0,0,0,0
2020-10-21 23:54:54,"Biden","JoshWillTravel","Web",NA,"ABIDE! Thank you #SamElliott! Vote for #JoeBiden! #trump #Biden2020 #VoteBiden2020 #VoteforJoe #TrumpCrimeFamily… https://t.co/d0quGXtDFc",137,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:54:44,"Biden","ubiquity75","iPhone",TRUE,"@shoshanazuboff: Friends, join our fundraiser for @JoeBiden with heroes @SenWarren @davidcicilline @TishJames and brilliant colleagues @…",140,0,14,0,0,0,0,0,0,0,0,0
2020-10-21 23:54:24,"Biden","desertodavid","Web",NA,"Sure thing! We wouldn't want all those Trump #MAGAts to get any traction!

#Biden2020 
#BidenHarrisToSaveAmerica… https://t.co/ZkXQ1CPpHj",137,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:54:21,"Biden","barlowmudman","iPhone",TRUE,"@repblumenauer: It will be nice to have a president of the entire United States, not a president of petty grievances. #Biden2020
https:/…",140,0,18,0,0,0,0,0,0,0,0,0
2020-10-21 23:54:00,"Biden","ronfellman","others",NA,"Biden-Harris 2020 - Time To Vote and Make A Difference. #bidenharris2020 #biden2020 #harris #election2020 #vote… https://t.co/fUdZAYrGUC",136,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:53:56,"Biden","sfh2019","Android",TRUE,"@supermajority: We're teaming up with sister orgs @ppact, @emilyslist, and @NARAL for a special #Biden2020 event w/@KamalaHarris to mobi…",140,0,16,0,0,0,0,0,0,0,0,0
2020-10-21 23:53:38,"Biden","KimWill007","Android",NA,"@BernieSanders <U+0001F637>#Biden2020 https://t.co/4gS1JL2KRW",50,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:53:30,"Biden","Dave_Carr_NHL","iPhone",NA,"#BidenHarris2020Landslide #BidenHarris2020 #Biden2020 #2020Election https://t.co/j01pZzbuMD",91,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:53:19,"Biden","HomelessWoman1","Web",NA,"@realDonaldTrump @BreitbartNews Hunter is not running for President. You aren't either because you have no plan. Jo… https://t.co/n7M4d35kQo",140,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:53:13,"Biden","Drjaewho","iPhone",TRUE,"MY HEA<U+0001F62D><U+2764><U+FE0F> #Biden2020 https://t.co/pthuS3F2ZQ",47,3,1,0,0,0,0,0,0,0,0,0
2020-10-21 23:52:25,"Biden","leesa116","iPhone",NA,"@Eiggam5955 Why would the trump administration do anything? He barely “won” with Russia’s help last time. He needs… https://t.co/cEOyGQFsmn",139,3,1,0,0,0,0,0,0,0,0,0
2020-10-21 23:50:57,"Biden","kasajabapa","iPad",TRUE,"@Earthengal: @Yamiche #BidenHarris #VoteBidenHarrisToSaveAmerica #Biden2020 

AWESOME, ROUSING speech by @BarackObama in Philly<U+2757><U+FE0F><U+0001F44F>Wouldn…",140,0,7,0,0,0,0,0,0,0,0,0
2020-10-21 23:50:53,"Biden","Lynnken11946333","iPhone",TRUE,"@4GunSafety: Here’s to restoring civility and decency back into the White House. 

#Biden2020 

@fred_guttenberg @JoeBiden @find_thehelp…",140,0,34,0,0,0,0,0,0,0,0,0
2020-10-21 23:50:52,"Biden","BB2Is1C","iPhone",NA,"@ProjectLincoln The president will be here in less than 13 days. His name is Joe Biden. #Biden2020",98,3,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:50:31,"Biden","oooholivia_","iPhone",NA,"funny how the minute something about biden’s son goes out (which probably isn’t true) all the trump supporters lose… https://t.co/xy9baidWBl",140,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:49:44,"Biden","steffi3","others",NA,"When was the FBI conference announcedd? Is it just a coincidence that it happens after everybody’s talking about Obama’s speech? #biden2020",139,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:49:40,"Biden","2JElliot","iPhone",TRUE,"@repblumenauer: It will be nice to have a president of the entire United States, not a president of petty grievances. #Biden2020
https:/…",140,0,18,0,0,0,0,0,0,0,0,0
2020-10-21 23:49:24,"Biden","_feel_the_bern_","others",TRUE,"@BernieSanders: More than any other group of people I can think of, it has been the Native American people who h… https://t.co/6UwvZ1ydXG",140,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:49:23,"Biden","_feel_the_bern_","others",TRUE,"@BernieSanders: “Education is a work of heart, but we need support to sustain that commitment. Please, please, p… https://t.co/t89iFCOS0x",140,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:49:18,"Biden","a_donna","Android",TRUE,"@supermajority: We're teaming up with sister orgs @ppact, @emilyslist, and @NARAL for a special #Biden2020 event w/@KamalaHarris to mobi…",140,0,16,0,0,0,0,0,0,0,0,0
2020-10-21 23:49:09,"Biden","SkookCal","iPad",NA,"#NeverForget This is a result of Trump’s America. #Biden2020 #EndTheNightmare 
@ProjectLincoln @MeidasTouch… https://t.co/5ibFjSDoQO",132,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:49:02,"Biden","IHearTheCall20","Android",NA,"Retreat this far and wide! 
#Borat #fucktrump #Biden2020 #VoteHimOut #BlueWave #BidenHarris2020 https://t.co/CClAFR5F0t",119,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:48:56,"Biden","honest_n_true","iPhone",NA,"I just know the people who aren’t wearing masks when they show up to vote are voting for trump. I just know it. #Biden2020 #vote",128,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:48:45,"Biden","MyiOhMyii","iPhone",TRUE,"@Behembaba: #DemDownBallot #BidenHarris2020Landslide #HarrisBiden2020 #ADOS #Election2020 #KamalaHarris #DCProtests #dcshooting #Justice…",140,0,159,0,0,0,0,0,0,0,0,0
2020-10-21 23:48:43,"Biden","carlosgalindo","Android",NA,"THE POTUS IS A SERIAL LIAR.

Vote BLUE to save our country.

#biden2020<U+0001F1FA><U+0001F1F8> #VoteBlue #BidenHarris2020… https://t.co/veGtNp2COH",125,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:47:44,"Biden","Bad_Hobbit","iPhone",NA,"#ObamaWasBetterAtEverything #JoeBidenforpresident2020 #JoeBiden #Biden2020 https://t.co/zFTsUL6QGe",98,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:47:41,"Biden","ContTweets","Android",NA,"@guypbenson @benshapiro Don't allow this to divide us. It's not about Trump or Biden. They are trying to divide Ame… https://t.co/7rKK2aKEOD",140,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:47:40,"Biden","bozzione","Android",TRUE,"@supermajority: We're teaming up with sister orgs @ppact, @emilyslist, and @NARAL for a special #Biden2020 event w/@KamalaHarris to mobi…",140,0,16,0,0,0,0,0,0,0,0,0
2020-10-21 23:47:25,"Biden","BidenTony4","Android",NA,"Joe Biden and Kamala Harris are ahead in every single poll, but in order to win, we HAVE to vote. No excuses.… https://t.co/qSpKgmuLhj",134,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:47:11,"Biden","Jodylyn60","Web",TRUE,"@TinTinResists: @NikkiHaley @standamericanow Data show Trump didn't 'build' a great economy. He inherited it.
#FactsMatter
#Biden2020<U+0001F1FA><U+0001F1F2>…",139,0,2,1,0,0,0,0,0,0,0,0
2020-10-21 23:46:25,"Biden","supernaut817","Android",TRUE,"@RRROBY: This clown just announced that Iran is interfering with our election to help Joe Biden. He said Russia might be interfering but…",140,0,2,0,0,0,0,0,0,0,0,0
2020-10-21 23:45:34,"Biden","dailynews_lanka","iPad",NA,"The cover story, the story of a corrupt vice president and his prodigals son. #Trump2020 #Biden2020 #KamalaHarris… https://t.co/2lRLZSzoF9",138,2,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:45:08,"Biden","StephSwisher934","iPhone",TRUE,"@supermajority: We're teaming up with sister orgs @ppact, @emilyslist, and @NARAL for a special #Biden2020 event w/@KamalaHarris to mobi…",140,0,16,0,0,0,0,0,0,0,0,0
2020-10-21 23:44:36,"Biden","TinTinResists","Android",NA,"Moodys Analytics: ""Even allowing for some variability in the accuracy of the economic modeling &amp; underlying assumpt… https://t.co/yOXP7f23wR",144,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:44:29,"Biden","TinTinResists","Android",NA,"@NikkiHaley @standamericanow Moodys Analytics: ""Even allowing for some variability in the accuracy of the economic… https://t.co/QmOF1wKTnY",139,12,11,0,0,0,0,0,0,0,0,0
2020-10-21 23:44:15,"Biden","deicicruz","iPhone",TRUE,"@krupali: This is a President. #biden2020 https://t.co/qoELGpEght",68,0,9,0,0,0,0,0,0,0,0,0
2020-10-21 23:44:03,"Biden","mrstokleycm","Android",NA,"Somehow I am Sckeptical of DNI Ratcliff announcement regarding Iran and Russia....

We already Knew This Informatio… https://t.co/JC2ImusTRX",140,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:43:42,"Biden","RRROBY","iPhone",NA,"This clown just announced that Iran is interfering with our election to help Joe Biden. He said Russia might be int… https://t.co/1pNmRBOLUp",140,4,2,0,0,0,0,0,0,0,1,0
2020-10-21 23:43:32,"Biden","regansamaroo","Android",NA,"#buildbackbetter  #votersregistration #registertovote #voteforchange #VoteLikeYourLifeDependsOnIt #bidenharris2020… https://t.co/pmbAhI1xWE",139,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:43:22,"Biden","TinTinResists","Android",NA,"@NikkiHaley @standamericanow Biden ‘blue wave’ would boost economy, says Goldman Sachs chief economist

The economi… https://t.co/H2EDMss8e1",140,0,0,1,0,0,0,0,0,0,0,0
2020-10-21 23:43:03,"Biden","Pistachio","iPhone",TRUE,"@supermajority: We're teaming up with sister orgs @ppact, @emilyslist, and @NARAL for a special #Biden2020 event w/@KamalaHarris to mobi…",140,0,16,0,0,0,0,0,0,0,0,0
2020-10-21 23:42:56,"Biden","TinTinResists","Android",NA,"Economic Forecast: 

Biden, Democratic Victories Would Be Best Outcome For The Economy
#Biden2020 <U+0001F1FA><U+0001F1F2>  #Economy… https://t.co/buOx3HbNz0",135,0,0,2,0,0,0,0,0,0,0,0
2020-10-21 23:42:52,"Biden","HollieJoyJoy","iPhone",TRUE,"@supermajority: We're teaming up with sister orgs @ppact, @emilyslist, and @NARAL for a special #Biden2020 event w/@KamalaHarris to mobi…",140,0,16,0,0,0,0,0,0,0,0,0
2020-10-21 23:42:50,"Biden","TinTinResists","Android",NA,"@NikkiHaley @standamericanow Economic Forecast: 

Biden, Democratic Victories Would Be Best Outcome For The Economy… https://t.co/BthW5T3MoV",140,1,0,1,0,0,0,0,0,0,0,0
2020-10-21 23:42:40,"Biden","drseid","Android",TRUE,"@AMJ14: @CortesSteve @TeamTrump And why would they think the story was thin? It could be that the two sources behind the story were Bann…",140,0,1,0,0,0,0,0,0,0,0,0
2020-10-21 23:42:40,"Biden","momsinoffice","iPhone",TRUE,"@supermajority: We're teaming up with sister orgs @ppact, @emilyslist, and @NARAL for a special #Biden2020 event w/@KamalaHarris to mobi…",140,0,16,0,0,0,0,0,0,0,0,0
2020-10-21 23:42:23,"Biden","DawnKegel","iPhone",TRUE,"@Behembaba: #DemDownBallot #BidenHarris2020Landslide #HarrisBiden2020 #ADOS #Election2020 #KamalaHarris #DCProtests #dcshooting #Justice…",140,0,159,0,0,0,0,0,0,0,0,0
2020-10-21 23:41:07,"Biden","supermajority","Web",NA,"We're teaming up with sister orgs @ppact, @emilyslist, and @NARAL for a special #Biden2020 event w/@KamalaHarris to… https://t.co/QOaFqRuWye",140,69,16,0,0,0,0,0,0,0,0,0
2020-10-21 23:41:04,"Biden","TinTinResists","Android",NA,"Data show Trump didn't 'build' a great economy. He inherited it.
#FactsMatter
#Biden2020<U+0001F1FA><U+0001F1F2>
https://t.co/m3eqZ2127p https://t.co/8mfUnIJWHn",138,1,0,1,0,0,0,0,0,0,0,0
2020-10-21 23:40:50,"Biden","TinTinResists","Android",NA,"@NikkiHaley @standamericanow Data show Trump didn't 'build' a great economy. He inherited it.
#FactsMatter… https://t.co/wWlds78j2D",131,3,2,1,0,0,0,0,0,0,0,0
2020-10-21 23:40:31,"Biden","Chicanatravels","iPhone",TRUE,"@TammyLauren1: Grab Him By The Ballot!
 
#JoeWillLeadUs #VoteBidenHarrisToSaveAmerica #FlipTheSenateBlue #BidenHarris2020Landslide #pres…",140,0,11,0,0,0,0,0,0,0,0,0
2020-10-21 23:40:05,"Biden","donnajgalindo","Web",TRUE,"@4GunSafety: Here’s to restoring civility and decency back into the White House. 

#Biden2020 

@fred_guttenberg @JoeBiden @find_thehelp…",140,0,34,0,0,0,0,0,0,0,0,0
2020-10-21 23:39:14,"Biden","CarolGunney","iPad",NA,"You forget what humanity looks like.
#Biden2020 https://t.co/2FgaTmYwfs",71,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:38:46,"Biden","DanCandelaria69","iPhone",NA,"@KamalaHarris #JoeBidenIsSick #Biden2020 #BidenHarris2020 #Trump2020 #TrumpPence2020 https://t.co/dtzYiV44Na",108,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:38:34,"Biden","DanCandelaria69","iPhone",NA,"@JoeBiden #JoeBidenIsSick #Biden2020 #BidenHarris2020 #Trump2020 #TrumpPence2020 https://t.co/SvayZokBa7",104,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:38:23,"Biden","rmcdaniel307","Web",TRUE,"@DemJennn: .@JoeBiden listens
To the Scientists 
To Dr. Fauci
To YOU.

Vote #Biden2020 <U+0001F1FA><U+0001F1F8>
#DemCast https://t.co/aCH28EulbR",125,0,6,0,0,0,0,0,0,0,0,0
2020-10-21 23:38:20,"Biden","DanCandelaria69","iPhone",NA,"@JoeBiden #JoeBidenIsSick #Biden2020 #BidenHarris2020 #Trump2020 #TrumpPence2020 https://t.co/hhMuUUZp1q",104,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:38:02,"Biden","DanCandelaria69","iPhone",NA,"@NKasheta @JoeBiden #JoeBidenIsSick #Biden2020 #BidenHarris2020 #Trump2020 #TrumpPence2020 https://t.co/LO8DCFjwN6",114,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:36:34,"Biden","LindaKWS1","Android",TRUE,"@LindaKWS1: Yesterday, @JoeBiden released his plan to ensure #PuertoRico has the resources they need and deserve. Here's the Spanish ver…",140,0,7,0,0,0,0,0,0,0,0,0
2020-10-21 23:36:27,"Biden","NurseBytchy","Android",TRUE,"@lesleyabravanel: It was like yoga, wine, CBD &amp; everything else meant to relax &amp; calm you down. ""Can you imagine if I had a secret Chine…",148,0,8,0,0,0,0,0,0,0,0,0
2020-10-21 23:36:19,"Biden","TomMyers19","Web",NA,"#TrumpHatesWomen #PutinsGOP #VoteBlue #resist #Dems4USA #Biden2020
@justicedems #TrumpKnew #BountyGate… https://t.co/URCVTWmd8a",127,14,8,0,0,0,0,0,0,0,0,0
2020-10-21 23:36:05,"Biden","wstickevers","others",NA,"Trump 60% probability of winning North Carolina according to my Political Contest Horary AstroProbability… https://t.co/fVruxeqgOJ",130,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:35:05,"Biden","LynnLynn6179","Web",TRUE,"@norcalsherri: Obama is pissed and I’m soooo here for it. <U+2764><U+FE0F><U+0001F4AA>#VoteBidenHarris #VoteHimOut2020 #Biden2020",107,0,2,0,0,0,0,0,0,0,0,0
2020-10-21 23:34:46,"Biden","MJGarciaKCMO","Web",TRUE,"@4GunSafety: Here’s to restoring civility and decency back into the White House. 

#Biden2020 

@fred_guttenberg @JoeBiden @find_thehelp…",140,0,34,0,0,0,0,0,0,0,0,0
2020-10-21 23:34:29,"Biden","AMJ14","Web",TRUE,"@AMJ14: @dbongino The story was thin, two sources behind the story were Bannon, now facing federal fraud charges, &amp; Russian collaborator…",144,0,1,0,0,0,0,0,0,0,1,0
2020-10-21 23:34:14,"Biden","livymikaelson","iPhone",NA,"im jw, but do people actually like trump? like i always thought it was a joke, anyway #biden2020",96,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:34:07,"Biden","AMJ14","Web",NA,"@dbongino The story was thin, two sources behind the story were Bannon, now facing federal fraud charges, &amp; Russian… https://t.co/8lkknjrn8y",144,1,1,0,0,0,0,0,0,0,1,0
2020-10-21 23:33:37,"Biden","TexanNiki","iPhone",TRUE,"@DemJennn: .@JoeBiden listens
To the Scientists 
To Dr. Fauci
To YOU.

Vote #Biden2020 <U+0001F1FA><U+0001F1F8>
#DemCast https://t.co/aCH28EulbR",125,0,6,0,0,0,0,0,0,0,0,0
2020-10-21 23:33:11,"Biden","Pactical1","iPad",TRUE,"@BGOnTheScene: Joe Biden reads from a teleprompter as he delivers remarks in Detroit tonight #JoeBiden #Biden2020 #Biden https://t.co/rS…",140,0,4141,0,0,0,0,0,0,0,0,0
2020-10-21 23:33:09,"Biden","TheLastBubble","Android",NA,"@EdanClay @JoeBiden If this doesn't move you, something's wrong with you. This, this is the America I want. Don't y… https://t.co/efnJBMZMvF",140,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:32:44,"Biden","allend22","iPhone",NA,"<U+0001F61D><U+0001F602><U+0001F923><U+0001F61D><U+0001F602><U+0001F923>!!!
#BidenHarris2020 #Biden2020 #Election2020 #dumptrump https://t.co/BTQueie85A",86,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:32:39,"Biden","sonics_comehome","iPhone",NA,"Why do Trump ads never have his voice, yet @JoeBiden ads typically have Biden’s?  #BidenHarris #Election2020… https://t.co/NxoX9NXcJj",133,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:32:26,"Biden","destroy_time","Web",NA,"what it's like when an adult speaks. — 

Trump rages because he's not capable. #Biden2020

WATCH: Obama holds drive… https://t.co/uM5gXZCEWJ",140,2,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:32:26,"Biden","worldlibraries","Web",TRUE,"@TammyLauren1: Grab Him By The Ballot!
 
#JoeWillLeadUs #VoteBidenHarrisToSaveAmerica #FlipTheSenateBlue #BidenHarris2020Landslide #pres…",140,0,11,0,0,0,0,0,0,0,0,0
2020-10-21 23:32:18,"Biden","pm15232","iPhone",TRUE,"@aryary928: Joe Biden is not just a good candidate, he is a good person with a big heart. #Biden2020 <U+0001F1FA><U+0001F1F8><U+0001F499><U+0001F30A>",108,0,1,0,0,0,0,0,0,0,0,0
2020-10-21 23:31:03,"Biden","RightsSpiritual","Web",NA,"@HonkSJ #Biden2020 https://t.co/Qux22zIGYi",42,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:30:21,"Biden","BaseballFan207","Web",NA,"#Biden2020.
Bring humanity back! https://t.co/K42TZ3xydi",56,1,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:30:20,"Biden","repubes","iPhone",NA,"@GOP Nice try, but it’s over. #Biden2020 @realDonaldTrump",57,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:30:11,"Biden","NanoFierce88","iPhone",NA,"Y’all wanna vote for a mother fuckaaa who fucked his brothers daughter aka his niece ??? Y’all is some next level crazy #Biden2020",130,0,0,0,0,0,0,0,0,0,0,0
2020-10-21 23:30:04,"Biden","rainyrt","Web",TRUE,"@TammyLauren1: Grab Him By The Ballot!
 
#JoeWillLeadUs #VoteBidenHarrisToSaveAmerica #FlipTheSenateBlue #BidenHarris2020Landslide #pres…",140,0,11,0,0,0,0,0,0,0,0,0
