"date","candidate","name","sources","isretweeted","text","length","favorites","retweets","iseconomy","isstimulus","istax","iscovid","isfakenews","isracist","isenvironment","isrussia","issecurity"
2020-10-19 23:59:55,"Biden","BrianAnthonyBo1","Web",NA,"@TimRunsHisMouth I mean, if you're #Hunter #Biden, and you're making gazillions of dollars off your father's… https://t.co/PLz3iA0VqG",133,0,0,0,0,0,0,0,0,0,0,0
2020-10-19 23:58:59,"Biden","nerdypursuit","Android",TRUE,"@BGOnTheScene: “Doesn’t it feel like 2020 has just been punching us in the face? Something new every few weeks just knocking us over” Pe…",140,0,34,0,0,0,0,0,0,0,0,0
2020-10-19 23:58:56,"Biden","BLACKSHEEP_MLG","Android",NA,"@JoeBiden @KamalaHarris Abolish Federal Income Tax Completely!  It is insanity that citizens allow the Government t… https://t.co/2hWMA6cswq",140,2,2,0,0,1,0,0,0,0,0,0
2020-10-19 23:58:56,"Biden","meenaharris","iPhone",TRUE,"@km_dewit: *Personal tweet alert* In my free time, I've been helping organize a fundraiser for #Biden2020 focused on women in tech. @mee…",140,0,20,0,0,0,0,0,0,0,0,0
2020-10-19 23:58:21,"Biden","FaRah07595123","iPhone",TRUE,"@ArchieMegHaz: #Biden2020 https://t.co/HpXjMFRKoz",52,0,3,0,0,0,0,0,0,0,0,0
2020-10-19 23:57:52,"Biden","pegdif58","iPhone",TRUE,"@CatskillJulie: More #Russian STATE attacks on America--GRU. But @SenateGOP @GOP @GOPLeader #MoscowMitch DNI Ratcliffe, and POTUS all re…",140,0,5,0,0,0,0,0,0,0,1,0
2020-10-19 23:57:44,"Biden","LeighPMurray","iPhone",NA,"@realDonaldTrump All aboard the TRUMP TRAIN!!
#BIDEN2020 https://t.co/b9c0Ns7I0F",80,0,0,0,0,0,0,0,0,0,0,0
2020-10-19 23:57:44,"Biden","FactsAlot","Web",TRUE,"@ShipSor: #Biden2020 
#BreakingNews #Ukraine #KAG 
HUNTER BIDEN &amp;FBI SIGHNED RECEIPTS
FOR LAPTOP https://t.co/PWTDuvxGYF",127,0,123,0,0,0,0,0,0,0,0,0
2020-10-19 23:57:42,"Biden","KITTYHAWKOHIO","iPad",TRUE,"@krupali: @tribelaw Good morning my beautiful twitter!
16 days to go
Ignore the polls
Fight like hell
#vote  #biden2020",122,0,4,0,0,0,0,0,0,0,0,0
2020-10-19 23:56:42,"Biden","Alleyoooooops","iPhone",TRUE,"@joncoopertweets: Watch this powerful ad for @JoeBiden featuring Susan Collins, Mitch McConnell, Lindsey Graham and John McCain — all ta…",140,0,5119,0,0,0,0,0,0,0,0,0
2020-10-19 23:56:38,"Biden","sydbuckets05","iPhone",TRUE,"@1cathymiller: All Presidents and Vice Presidents should be able to dance. 
Not creepy dance but soulful dance. 
Bring on the rains!!<U+0001F30A><U+0001F30A><U+0001F30A>…",140,0,2,0,0,0,0,0,0,0,0,0
2020-10-19 23:56:10,"Biden","BrianAnthonyBo1","Web",NA,"@atrupar @jeffmason1 I mean, if you're #Hunter #Biden, and you're making gazillions of dollars off your father's… https://t.co/W6lDVi3Fud",137,1,0,0,0,0,0,0,0,0,0,0
2020-10-19 23:56:10,"Biden","Browncoat2417","Web",NA,"Check Out These Eight Beautiful Travel Posters For America's Democrat-controlled Cities https://t.co/NW1zI98w3d via… https://t.co/nd3oJExs7f",140,0,0,0,0,0,0,0,0,0,0,0
2020-10-19 23:55:49,"Biden","evenkiss998","Android",TRUE,"@JoachimWatson: @HawleyMO #ccpvirus #CCPLiedPeopleDied #Biden2020 #BidenHarris2020 https://t.co/KuWKXYmKNX",109,0,4,0,0,0,0,0,0,0,0,0
2020-10-19 23:55:48,"Biden","TheMartiScott","Web",TRUE,"@DebraMessing: You KNOW it's BUNK  when even #FoxNews won't run the story!!! 
#Biden2020 https://t.co/x4KjZcjMDH",115,0,311,0,0,0,0,0,0,0,0,0
2020-10-19 23:55:40,"Biden","JamesBurch_Acts","iPhone",NA,"@leog68 @That_Paolinelli @WardQNormal @iamjermainew I did vote my conscience. I just wish you could care about othe… https://t.co/IY9V95tReT",140,1,0,0,0,0,0,0,0,0,0,0
2020-10-19 23:55:39,"Biden","liamphilson","iPhone",NA,"Thank you @50cent and @icecube for endorsing our amazing president @realDonaldTrump                        We got t… https://t.co/InOOQHRBwR",140,0,0,0,0,0,0,0,0,0,0,0
2020-10-19 23:55:21,"Biden","LadyL9850","Android",TRUE,"@PatrickPriestAD: .@JoeBiden @KamalaHarris whatever you guys do....do NOT concede Nov. 3rd or the wee hours of the 4th EST. Ride that ou…",140,0,4,0,0,0,0,0,0,0,0,0
2020-10-19 23:55:18,"Biden","asmith702","iPhone",TRUE,"@maiamimi: Hey Pennsylvania, Michigan, Georgia, North Carolina, Maine, &amp; Wisconsin people! 

Vote Blue is hiring for paid canvassing pos…",144,0,150,0,0,0,0,0,0,0,0,0
2020-10-19 23:54:55,"Biden","cmadmax","iPad",NA,"@MollyJongFast Yes you can, think of those 8million infected Americans and 220,00 families who lost loved ones due… https://t.co/iWg1t8RAp3",139,1,0,0,0,0,0,0,0,0,0,0
2020-10-19 23:54:41,"Biden","Lupea68704966","Web",TRUE,"@krupali: @kaitlancollins I trust #fauci and #science and will die on that hill. #vote #Biden2020 https://t.co/9MVaJrivxU",124,0,20,0,0,0,0,0,0,0,0,0
