"date","candidate","name","sources","isretweeted","text","length","favorites","retweets"
2020-10-28 23:59:59,"Biden","NoMoreBooks","iPhone",TRUE,"@CTVNationalNews: CTV's @JoyCTV has the latest on the unrest in Philadelphia, which U.S. presidential candidate Joe Biden has touched on…",140,0,4
2020-10-28 23:59:53,"Biden","Naestopaz","iPhone",TRUE,"@rmpbs: Have you already sent in your ballot? @NewsHour wants to hear from you.
#Election2020 #vote",102,0,2
2020-10-28 23:59:52,"Biden","CUNovemberThird","Android",TRUE,"@michaeljohns: Top #Biden advisor Ron Klain reflects on #Biden's management of the #H1N1 swine flu pandemic:

""We did every possible thi…",140,0,470
2020-10-28 23:59:51,"Biden","annejowrites","iPhone",TRUE,"@libbykoch: #EarlyVoting in Texas ends this Friday - whether you get it done now or on #ElectionDay - make sure your voice is heard! #Vo…",140,0,4
2020-10-28 23:59:51,"Biden","mtndreamer56","Android",TRUE,"@rmpbs: Have you already sent in your ballot? @NewsHour wants to hear from you.
#Election2020 #vote",102,0,2
2020-10-28 23:59:49,"Biden","joeylein2","Web",TRUE,"@michaeljohns: Top #Biden advisor Ron Klain reflects on #Biden's management of the #H1N1 swine flu pandemic:

""We did every possible thi…",140,0,470
2020-10-28 23:59:47,"Biden","gkielec","iPhone",NA,"#Election2020 #Trump https://t.co/a0SDcxFzKj",44,0,0
2020-10-28 23:59:46,"Biden","unfakingnews","others",TRUE,"@_trustproject: Take a look: @DFRLab’s Foreign Interference Attribution Tracker features @nypost’s story on emails allegedly linked to H…",140,0,4
2020-10-28 23:59:43,"Biden","AmazingChevVolt","Web",NA,"THIS/ 

#Election2020 

^TJT
CER https://t.co/dE5RejFzwO",56,1,1
2020-10-28 23:59:42,"Biden","EveningTeaBen","Android",NA,"@NotATweeter16 @kylegriffin1 Friends, PLEASE help spread the word that election results could take days! 

We need… https://t.co/JpJMv44YGz",139,2,0
2020-10-28 23:59:39,"Biden","GGevirtz","Web",TRUE,"@SCVIndy: @SenKamalaHarris For context #Election2020 #debate #debates #Debates2020

#wisconsin #Michigan #Pennsylvania #Florida #texas #…",140,0,6
2020-10-28 23:59:37,"Biden","karriebearr","Web",NA,"First time I've heard of this! WELL DONE, CALIFORNIA #VOTE #Election2020 

Source: https://t.co/HWKz8JWmcA https://t.co/LSKkpSpn9f",130,2,0
2020-10-28 23:59:37,"Biden","kdvncm","Android",TRUE,"@NCSCgov: With #Election2020 less than a week away, #disinformation is likely to increase. You, the American voter, are the primary targ…",140,0,318
2020-10-28 23:59:37,"Biden","aniketdave_","Web",TRUE,"@AntonioArellano: BREAKING: NBC moves historically-red Texas to ""tossup"" in presidential race. 

#Election2020 https://t.co/1dMFc7srvV",137,0,4858
2020-10-28 23:59:35,"Biden","ABCagny","iPhone",TRUE,"@VABVOX: The political ads tonight in #Philly are so disheartening. The GOP is pushing the riots and targeting every Democrat in a tight…",140,0,42
2020-10-28 23:59:34,"Biden","Kleptonesiac","iPhone",NA,"What kind of naive innocent doesn’t know that American elections are about choosing your enemies?

#Election2020",112,1,0
2020-10-28 23:59:34,"Biden","TopekaWatchdog","Android",NA,"In #kssen race I will officially vote for whichever candidate does not a run commercial for 5 whole minutes. #Election2020",122,0,0
2020-10-28 23:59:31,"Biden","EarlBRussell","others",NA,"Biden, in Sign of Confidence, Will Visit Iowa in Race’s Final Days https://t.co/3XMTtB3F00 #Iowa #Michigan… https://t.co/vMWeLgt3N3",131,0,0
2020-10-28 23:59:30,"Biden","goranmuric","Android",TRUE,"@USC: Have bots taken over your feed? #Election2020 
https://t.co/5nHumD3ZSJ",79,0,3
2020-10-28 23:59:27,"Biden","SammySettanni","iPad",TRUE,"@VABVOX: The political ads tonight in #Philly are so disheartening. The GOP is pushing the riots and targeting every Democrat in a tight…",140,0,42
2020-10-28 23:59:24,"Biden","enne_d","iPhone",NA,"Tanto per  #Election2020 https://t.co/HpDhPeBywf",48,0,0
2020-10-28 23:59:24,"Biden","jycny","iPhone",TRUE,"@DistCouncil37: DC37 is proud to endorse @RileyforTheBX for NYC Council District 12! @DistCouncil37 #leadingtheway #Election2020 https:/…",140,0,4
2020-10-28 23:59:21,"Biden","surveyorX","Web",TRUE,"@brianlilley: It is a dereliction of duty that most media outlets have refused to run with any of the negative news stories about @JoeBi…",140,0,583
2020-10-28 23:59:13,"Biden","BobTheSuit","iPhone",TRUE,"@SALLYD08: Next tuesday November 3rd is going to be one of the biggest nights ever. Yosef confronts Clare on The Bachelorette. #Election…",140,0,1
2020-10-28 23:59:09,"Biden","lizsimmonsvox","iPhone",TRUE,"@LowLilyBand: We’ve been invited to perform at the @vtdems  #electionnight online event!! And we REALLY hope we have something to celebr…",140,0,1
2020-10-28 23:59:09,"Biden","azdedo","iPhone",NA,"I just dropped my ballot off at an early voting center.  Busy!

As I watched everyone walk in with their ballots, I… https://t.co/sy6qTfiWMs",140,57,5
2020-10-28 23:59:08,"Biden","itsjen_24","iPhone",TRUE,"@AntonioArellano: BREAKING: NBC moves historically-red Texas to ""tossup"" in presidential race. 

#Election2020 https://t.co/1dMFc7srvV",137,0,4858
2020-10-28 23:59:07,"Biden","DaveEDanna","Android",NA,"Georgia right now tied in the polling avg, wow. #Election2020 https://t.co/WjM2WnhaIf",85,0,0
2020-10-28 23:59:06,"Biden","BuzWeaver","Web",NA,"@hodgetwins I'm looking forward to hearing Alex. There will be wailing and gnashing of teeth come November 3rd.… https://t.co/LVg9rKABZi",136,0,0
2020-10-28 23:59:02,"Biden","Frank201410","Web",NA,"#Elections2020 #Election2020 #ElectionDay #ritaglidistampa #Trump 
<U+0001F17B><U+0001F170> <U+0001F175><U+0001F170><U+0001F183><U+0001F170><U+0001F17B><U+0001F174> <U+0001F182><U+0001F17E><U+0001F183><U+0001F183><U+0001F17E><U+0001F185><U+0001F170><U+0001F17B><U+0001F184><U+0001F183><U+0001F170><U+0001F189><U+0001F178><U+0001F17E><U+0001F17D><U+0001F174> - 36
<U+0001D5E1><U+0001D5FC><U+0001D5FB> <U+0001D600><U+0001D602><U+0001D5F0><U+0001D5F0><U+0001D5F2><U+0001D5F1><U+0001D5F2><U+0001D5FF><U+0001D5EE>` <U+0001D5FD>… https://t.co/wkaOvPXEzg",140,2,1
2020-10-28 23:59:01,"Biden","_trustproject","Web",NA,"Take a look: @DFRLab’s Foreign Interference Attribution Tracker features @nypost’s story on emails allegedly linked… https://t.co/3biJbsSR6g",140,7,4
2020-10-28 23:58:59,"Biden","SheilaCaldwel18","iPhone",NA,"#Trump is more interested in himself than he is for the American <U+0001F1FA><U+0001F1F8> people!  For the past four years, Trump has sho… https://t.co/aoWerqUcjW",140,0,0
2020-10-28 23:58:53,"Biden","JPierreLeboeuf","Web",TRUE,"@AMarieDussault: Les évangéliques chrétiens avaient joué un rôle important dans l'élection de @realDonaldTrump en 2016

Vont-ils encore…",139,0,15
2020-10-28 23:58:53,"Biden","orlando93376256","iPhone",TRUE,"@HelloCTCL: You have options to vote safely during #COVID19.

1<U+FE0F><U+20E3>Visit https://t.co/kZciZWQzLy
2<U+FE0F><U+20E3>Select your state or territory
3<U+FE0F><U+20E3>Revi…",140,0,205
